"Area1","Area2","1961-1964","1965-1968","1969-1972","1973-1976","1977-1980","1981-1984","1985-1988","1989-1992","1993-1996","1997-2000","2001-2004","2005-2008","2009-2012"
"Algeria","NewCaledonia",0.575251010340122,0.577762247081762,0.578425358135729,0.568609964539114,0.578769274662448,0.576040733481607,0.552197908100245,0.546894518926891,0.538737547716566,0.550720938482212,0.565302453103765,0.564117359954771,0.574331598505193
"Algeria","NewZealand",0.69374343177864,0.68939129737402,0.691703187810941,0.688466733551398,0.695652429589253,0.687072219948973,0.661424992858069,0.653861424643803,0.654618805376903,0.646966978023331,0.665612909871503,0.66811154256529,0.673880144919291
"Algeria","Nicaragua",0.623267948063892,0.6251826989232,0.626693520299041,0.635742779667977,0.63767327423599,0.620212347375088,0.583223758255385,0.585984119310979,0.590047093647106,0.585639140971553,0.597233452979955,0.60150151621481,0.610683331893426
"Algeria","Niger",0.612701226741085,0.606864333827445,0.608084876746094,0.612351152036323,0.620484278940558,0.626634434446797,0.591428736967995,0.585896438574357,0.58006471856067,0.578246609924636,0.586906078159632,0.603474026172549,0.609088052677912
"Algeria","Nigeria",0.671095316975438,0.664770446272585,0.668920159466027,0.676740605245912,0.695399139898935,0.685466309352209,0.641795045344795,0.627537790910251,0.624202251709189,0.617306303496496,0.637619836799138,0.639160938333425,0.648274228047752
"Algeria","Norway",0.712065238331512,0.700391057747762,0.707747124517371,0.705785393739386,0.714940679347744,0.703630492750863,0.670979499290233,0.653725247942903,0.647801294184022,0.641527351295011,0.668334860839421,0.676718907243522,0.681992085137397
"Algeria","Oman",0,0,0,0,0,0,0,0,0.615831126850618,0.603150518472308,0.626385060645614,0.633866362814685,0.649107800315214
"Algeria","Pakistan",0.697524455266672,0.698826410098376,0.701249679360132,0.699578520386703,0.70989644716035,0.71438393419383,0.681155757610154,0.674821164963973,0.667886592039447,0.653121958316149,0.669257296210016,0.675802419734743,0.67977677743665
"Algeria","Panama",0.648699721580015,0.636273222679102,0.643377466573598,0.641034433454245,0.648048711763291,0.642463725720426,0.610594595192893,0.602907976796444,0.597854921113146,0.595576096547279,0.613738714095529,0.617632859900739,0.630806528062334
"Algeria","Paraguay",0.658043934175578,0.650394784902896,0.643877254196191,0.63762947160178,0.642421476042568,0.641262285453525,0.609948964747936,0.60425670997589,0.613770095606588,0.606369051638709,0.618409490445679,0.627968595917855,0.63593956744114
"Algeria","Peru",0.709203729063216,0.701571517720081,0.69660811094196,0.690375226539315,0.690829244594662,0.690511542027728,0.6622750423449,0.651644451811915,0.655197811387298,0.652954205390591,0.665293069420555,0.672042336847191,0.687698875711878
"Algeria","Philippines",0.67799267163733,0.676183147576836,0.673691393618737,0.671033124810992,0.681376287314437,0.676189503551215,0.642770142581656,0.64424928326549,0.640042000314011,0.638789667813828,0.661915944352222,0.665797851336681,0.674981509344504
"Algeria","Poland",0.731380435680887,0.726115208874583,0.735393358461762,0.730724350098208,0.734549664835594,0.712816359512065,0.684663392107889,0.667134540654035,0.674199048344625,0.666948686484088,0.686553590437575,0.690324155348221,0.701607443763424
"Algeria","Portugal",0.734977126085215,0.727831097829906,0.737960503622604,0.737381068979494,0.731425401590941,0.722665895252739,0.689263934320736,0.685150579303972,0.683907273390334,0.672623632636378,0.692067411924116,0.692338266432545,0.70069478589186
"Algeria","RepublicofKorea",0.647547958820055,0.651792220279059,0.673940285566138,0.68189178006192,0.7045765571448,0.702492310597174,0.672509858898298,0.674317497504469,0.673124075513496,0.665022474748399,0.687873701493734,0.687722200914213,0.69790671707348
"Algeria","RepublicofMoldova",0,0,0,0,0,0,0,0,0.597783273953912,0.588818196983359,0.611848293146302,0.626442762468631,0.633844527665071
"Algeria","Romania",0.717576594916724,0.711457129733546,0.7200050259118,0.721648866375468,0.722043953992287,0.711698305144774,0.67522375865684,0.660587136979519,0.655173531526542,0.651979631895372,0.678823262530585,0.686179939473733,0.695201918657765
"Algeria","RussianFederation",0,0,0,0,0,0,0,0,0.681385821102258,0.676638289170536,0.702092721965365,0.707877302209745,0.715659200787755
"Algeria","Rwanda",0.563478672819944,0.569932185555219,0.572446236638076,0.574065052913176,0.587474631453275,0.582817320996078,0.560413491839205,0.550425396324305,0.548569985722436,0.535151161813379,0.548266827761016,0.557858551638004,0.580981048516837
"Algeria","SaintKittsandNevis",0.54723816588651,0.541391278913854,0.542053111636668,0.536400167809066,0.537115623170158,0.538042281232504,0.522596048114931,0.508250686280881,0.508046655321947,0.5069567091019,0.518897625694301,0.514368849979173,0.515799995995191
"Algeria","SaintLucia",0.562663084739168,0.558002245409669,0.562730878987544,0.558602697700753,0.568544390754744,0.569959532267501,0.551374764249624,0.543932539126641,0.53818152475589,0.535976944911396,0.545570962565249,0.546357124783297,0.542785285652626
"Algeria","SaintVincentandtheGrenadines",0.56867031373299,0.560959042998957,0.567789934700493,0.557568397858086,0.554198302446992,0.55120130002366,0.5324590987139,0.525215279859372,0.513258012641655,0.508364802087222,0.533987391628373,0.541101681654855,0.54154345333279
"Algeria","Samoa",0.546331912316131,0.540341529553911,0.543517057282267,0.542364524091933,0.559153317541271,0.553877329213364,0.529078866742993,0.518629871485781,0.507233782317814,0.505141759161161,0.516499040622116,0.519891496468069,0.528207682058994
"Algeria","SaoTomeandPrincipe",0.554213013046567,0.549540953894889,0.556768767836518,0.527020624194193,0.528635508470136,0.523989201538417,0.498638696596025,0.49939354753484,0.49679313653418,0.490886260124823,0.511345809279875,0.51823278050806,0.52704886651126
"Algeria","SaudiArabia",0.657231741129061,0.659137419342856,0.675680229968041,0.684044464064682,0.718869597168268,0.71417868178369,0.677759786688211,0.671272596169784,0.66382517957176,0.656004107526366,0.67619330868921,0.680315940262245,0.689277932909966
"Algeria","Senegal",0.671607690495349,0.664594673958961,0.662900287768591,0.659240755685706,0.661699812544594,0.652266604280645,0.62251179455059,0.61819611186207,0.610132000400733,0.599716056416734,0.619355720363067,0.634383465815456,0.638742050932491
"Algeria","Serbia",0,0,0,0,0,0,0,0,0,0,0,0,0.664554664913377
"Algeria","SerbiaandMontenegro",0,0,0,0,0,0,0,0,0.628758408250628,0.639227705863541,0.660163231134946,0,0
"Algeria","SierraLeone",0.633988824522633,0.62635272807221,0.629353251016476,0.621851364580639,0.623296710287112,0.618226339350842,0.591419945480163,0.579337733400837,0.573277573832797,0.561191273752228,0.576941216164994,0.582270517494614,0.588608045267977
"Algeria","Slovakia",0,0,0,0,0,0,0,0,0.648063450772406,0.639583132543787,0.658096301337411,0.659452530183317,0.669005971598057
"Algeria","Slovenia",0,0,0,0,0,0,0,0,0.631749549625037,0.630950008228934,0.639704847221409,0.64468965753007,0.65294561712114
"Algeria","SolomonIslands",0.549220571901798,0.544777700006914,0.548528138247262,0.544311032495652,0.545561900100144,0.540220276593431,0.521378360472677,0.506400538687277,0.502679512487739,0.495372083970516,0.506958669362943,0.520469019070436,0.521697612273363
"Algeria","SouthAfrica",0.734803719751568,0.727030946803682,0.737037889794727,0.728636822385792,0.72325124877113,0.719546357296031,0.694849610398332,0.68209381717258,0.679314258490712,0.667251194951296,0.687743144754934,0.694195888853231,0.698137395182352
"Algeria","Spain",0.772569108157531,0.76955859630292,0.770872046001001,0.768181898304551,0.765497866928219,0.756553539207378,0.728240682761951,0.721329861778129,0.713497597981908,0.701512189870363,0.721654870707819,0.722144504315061,0.730848485847521
"Algeria","SriLanka",0.676089428868088,0.666335258299987,0.665113291003109,0.64801637523404,0.658676051199777,0.65727698979492,0.632009888707816,0.611475470124153,0.609868681886616,0.610968594621095,0.621508459212675,0.621396767744019,0.634555634540245
"Algeria","Sudan",0,0,0,0,0,0,0,0,0,0,0,0,0
"Algeria","Sudan(former)",0.677194076676589,0.668196830599041,0.671877317014646,0.669780126309481,0.660623494632053,0.654649891137987,0.627324122556383,0.618828329903702,0.611478159311332,0.604012190192923,0.621750908791869,0.632252314338389,0
"Algeria","Suriname",0.607743373124012,0.604707784426271,0.607417511727984,0.598389851284098,0.591864375255696,0.584270399416269,0.550070150602748,0.549360500143921,0.544744241253282,0.544734157760945,0.548583595980551,0.556680774658553,0.566461943759682
"Algeria","Swaziland",0.572016266373016,0.563051401530332,0.573450927098965,0.577799027065399,0.580899104995981,0.581199047989709,0.556400408529491,0.550812712160034,0.545465954267178,0.579278561150256,0.588578638908083,0.580789578336684,0.568973466676235
